id,author,pkg,version,elm_version,license,direct_dep_count,total_dep_count
3028,Orasund,Orasund/pixelengine,4.3.0,0.19.0,BSD-3-Clause,6,11
3029,zwilias,zwilias/elm-html-string,2.0.2,0.19.0,BSD-3-Clause,4,10
3030,PanagiotisGeorgiadis,PanagiotisGeorgiadis/elm-datetime,1.0.1,0.19.0,BSD-3-Clause,2,3
3031,GlobalWebIndex,GlobalWebIndex/class-namespaces,3.0.0,0.19.0,BSD-3-Clause,3,6
3032,annaghi,annaghi/dnd-list,3.0.0,0.19.0,BSD-3-Clause,4,8
3033,ndortega,ndortega/elm-gtranslate,1.0.2,0.19.0,BSD-3-Clause,3,4
3034,alex-tan,alex-tan/postgrest-queries,7.0.3,0.19.0,MIT,2,3
3035,Gizra,Gizra/elm-all-set,1.0.1,0.19.0,BSD-3-Clause,3,6
3036,gicentre,gicentre/tidy,1.1.0,0.19.0,BSD-3-Clause,3,4
3037,Orasund,Orasund/pixelengine,4.2.0,0.19.0,BSD-3-Clause,6,11
3038,annaghi,annaghi/dnd-list,2.0.0,0.19.0,BSD-3-Clause,4,8
3039,lattyware,lattyware/elm-fontawesome,2.2.0,0.19.0,GPL-3.0,3,6
3040,annaghi,annaghi/dnd-list,1.0.4,0.19.0,BSD-3-Clause,4,8
3041,jxxcarlson,jxxcarlson/elm-tar,3.0.9,0.19.0,BSD-3-Clause,9,17
3042,PanagiotisGeorgiadis,PanagiotisGeorgiadis/elm-datetime,1.0.0,0.19.0,BSD-3-Clause,2,3
3043,jxxcarlson,jxxcarlson/elm-tar,3.0.8,0.19.0,BSD-3-Clause,7,12
3044,jonathanfishbein1,jonathanfishbein1/elm-monoid,1.0.1,0.19.0,BSD-3-Clause,1,2
3045,jxxcarlson,jxxcarlson/elm-tar,3.0.7,0.19.0,BSD-3-Clause,7,12
3046,francescortiz,francescortiz/elm-queue,1.0.0,0.19.0,BSD-3-Clause,2,3
3047,jonathanfishbein1,jonathanfishbein1/elm-monoid,1.0.0,0.19.0,BSD-3-Clause,1,2
3048,jxxcarlson,jxxcarlson/elm-tar,3.0.6,0.19.0,BSD-3-Clause,9,13
3049,gampleman,gampleman/elm-mapbox,4.0.0,0.19.0,MIT,3,5
3050,thought2,thought2/elm-interactive,1.0.0,0.19.0,BSD-3-Clause,6,12
3051,JustinLove,JustinLove/elm-twitch-api,4.2.0,0.19.0,BSD-3-Clause,6,9
3052,elm,elm/json,1.1.3,0.19.0,BSD-3-Clause,1,2
3053,elm,elm/file,1.0.4,0.19.0,BSD-3-Clause,4,5
3054,jxxcarlson,jxxcarlson/elm-stat,2.0.3,0.19.0,BSD-3-Clause,7,9
3055,jxxcarlson,jxxcarlson/elm-stat,2.0.2,0.19.0,BSD-3-Clause,7,9
3056,jxxcarlson,jxxcarlson/elm-stat,2.0.1,0.19.0,BSD-3-Clause,7,9
3057,jxxcarlson,jxxcarlson/elm-stat,2.0.0,0.19.0,BSD-3-Clause,7,9
3058,hecrj,hecrj/html-parser,2.0.1,0.19.0,BSD-3-Clause,5,7
3059,harmboschloo,harmboschloo/graphql-to-elm-package,1.0.0,0.19.0,BSD-3-Clause,4,5
3060,mgold,mgold/elm-nonempty-list,4.0.1,0.19.0,BSD-3-Clause,2,4
3061,monty5811,monty5811/elm-bible,2.0.1,0.19.0,MIT,3,4
3062,QiTASC,QiTASC/hatchinq,7.0.0,0.19.0,Apache-2.0,9,14
3063,annaghi,annaghi/dnd-list,1.0.3,0.19.0,BSD-3-Clause,4,8
3064,PaackEng,PaackEng/elm-svg-string,1.0.2,0.19.0,BSD-3-Clause,5,6
3065,NoRedInk,NoRedInk/elm-uuid,2.0.0,0.19.0,BSD-3-Clause,4,6
3066,bluedogtraining,bluedogtraining/bdt-elm,27.0.2,0.19.0,BSD-3-Clause,20,28
3067,Janiczek,Janiczek/transform,1.0.0,0.19.0,BSD-3-Clause,1,2
3068,hakonrossebo,hakonrossebo/elmdocs,1.1.3,0.19.0,MIT,4,5
3069,QiTASC,QiTASC/hatchinq,6.0.0,0.19.0,Apache-2.0,9,14
3070,bluedogtraining,bluedogtraining/bdt-elm,27.0.1,0.19.0,BSD-3-Clause,20,28
3071,doanythingfordethklok,doanythingfordethklok/snackbar,1.0.0,0.19.0,MIT,4,8
3072,bluedogtraining,bluedogtraining/bdt-elm,27.0.0,0.19.0,BSD-3-Clause,20,28
3073,thought2,thought2/elm-wikimedia-commons,1.0.1,0.19.0,BSD-3-Clause,5,12
3074,thought2,thought2/elm-wikimedia-commons,1.0.0,0.19.0,BSD-3-Clause,5,12
3075,NoRedInk,NoRedInk/noredink-ui,6.8.1,0.19.0,BSD-3-Clause,11,15
3076,QiTASC,QiTASC/hatchinq,5.0.0,0.19.0,Apache-2.0,8,13
3077,annaghi,annaghi/dnd-list,1.0.2,0.19.0,BSD-3-Clause,4,8
3078,jxxcarlson,jxxcarlson/elm-stat,1.0.5,0.19.0,BSD-3-Clause,7,9
3079,jxxcarlson,jxxcarlson/elm-stat,1.0.4,0.19.0,BSD-3-Clause,7,9
3080,Orasund,Orasund/pixelengine,4.1.0,0.19.0,BSD-3-Clause,6,11
3081,eriktim,eriktim/elm-protocol-buffers,1.0.0,0.19.0,BSD-3-Clause,3,7
3082,hermanverschooten,hermanverschooten/ip,1.0.1,0.19.0,BSD-3-Clause,2,3
3083,brianvanburken,brianvanburken/elm-list-date,3.0.1,0.19.0,BSD-3-Clause,5,10
3084,gicentre,gicentre/elm-vegalite,1.3.0,0.19.0,BSD-3-Clause,3,5
3085,jxxcarlson,jxxcarlson/elm-stat,1.0.3,0.19.0,BSD-3-Clause,5,7
3086,jxxcarlson,jxxcarlson/elm-stat,1.0.2,0.19.0,BSD-3-Clause,5,7
3087,jxxcarlson,jxxcarlson/elm-stat,1.0.1,0.19.0,BSD-3-Clause,5,7
3088,jxxcarlson,jxxcarlson/elm-stat,1.0.0,0.19.0,BSD-3-Clause,5,7
3089,elm,elm/bytes,1.0.8,0.19.0,BSD-3-Clause,1,2
3090,QiTASC,QiTASC/hatchinq,4.4.0,0.19.0,Apache-2.0,8,13
3091,hermanverschooten,hermanverschooten/ip,1.0.0,0.19.0,BSD-3-Clause,2,3
3092,tesk9,tesk9/palette,1.3.0,0.19.0,BSD-3-Clause,2,3
3093,justgage,justgage/tachyons-elm,4.1.3,0.19.0,MIT,2,5
3094,Arkham,Arkham/elm-chords,1.0.0,0.19.0,BSD-3-Clause,7,13
3095,jgrenat,jgrenat/elm-html-test-runner,1.0.1,0.19.0,BSD-3-Clause,6,10
3096,jxxcarlson,jxxcarlson/elm-tar,3.0.5,0.19.0,BSD-3-Clause,9,13
3097,jxxcarlson,jxxcarlson/elm-tar,3.0.4,0.19.0,BSD-3-Clause,9,13
3098,justgage,justgage/tachyons-elm,4.1.2,0.19.0,MIT,2,5
3099,annaghi,annaghi/dnd-list,1.0.1,0.19.0,BSD-3-Clause,4,8
3100,jxxcarlson,jxxcarlson/elm-tar,3.0.3,0.19.0,BSD-3-Clause,9,13
3101,jxxcarlson,jxxcarlson/elm-tar,3.0.2,0.19.0,BSD-3-Clause,9,13
3102,jxxcarlson,jxxcarlson/elm-tar,3.0.1,0.19.0,BSD-3-Clause,9,13
3103,the-sett,the-sett/auth-elm,3.0.4,0.19.0,BSD-3-Clause,7,12
3104,annaghi,annaghi/dnd-list,1.0.0,0.19.0,BSD-3-Clause,4,8
3105,brianvanburken,brianvanburken/elm-list-date,3.0.0,0.19.0,BSD-3-Clause,5,10
3106,jxxcarlson,jxxcarlson/elm-tar,3.0.0,0.19.0,BSD-3-Clause,9,13
3107,andre-dietrich,andre-dietrich/parser-combinators,3.1.0,0.19.0,BSD-3-Clause,3,4
3108,QiTASC,QiTASC/hatchinq,4.3.0,0.19.0,Apache-2.0,8,13
3109,QiTASC,QiTASC/hatchinq,4.2.1,0.19.0,Apache-2.0,8,13
3110,jweir,jweir/elm-iso8601,6.0.0,0.19.0,MIT,4,5
3111,melon-love,melon-love/elm-gab-api,8.0.1,0.19.0,MIT,11,16
3112,EdutainmentLIVE,EdutainmentLIVE/elm-dropdown,1.0.0,0.19.0,MIT,4,6
3113,peterszerzo,peterszerzo/line-charts,1.0.0,0.19.0,BSD-3-Clause,12,17
3114,andre-dietrich,andre-dietrich/elm-random-regex,1.0.8,0.19.0,MIT,6,9
3115,andre-dietrich,andre-dietrich/elm-random-regex,1.0.7,0.19.0,MIT,6,9
3116,andre-dietrich,andre-dietrich/elm-random-regex,1.0.6,0.19.0,MIT,6,9
3117,EdutainmentLIVE,EdutainmentLIVE/elm-bootstrap,2.0.1,0.19.0,BSD-3-Clause,6,9
3118,andre-dietrich,andre-dietrich/elm-random-regex,1.0.5,0.19.0,MIT,6,9
3119,QiTASC,QiTASC/hatchinq,4.2.0,0.19.0,Apache-2.0,8,13
3120,QiTASC,QiTASC/hatchinq,4.1.1,0.19.0,Apache-2.0,8,13
3121,humio,humio/elm-dashboard,5.0.1,0.19.0,Apache-2.0,4,8
3122,QiTASC,QiTASC/hatchinq,4.1.0,0.19.0,Apache-2.0,8,13
3123,QiTASC,QiTASC/hatchinq,4.0.0,0.19.0,Apache-2.0,8,13
3124,andre-dietrich,andre-dietrich/elm-random-regex,1.0.4,0.19.0,MIT,6,9
3125,andre-dietrich,andre-dietrich/elm-svgbob,1.0.1,0.19.0,Apache-2.0,4,7
3126,QiTASC,QiTASC/hatchinq,3.0.0,0.19.0,Apache-2.0,8,13
3127,andre-dietrich,andre-dietrich/elm-random-regex,1.0.3,0.19.0,MIT,6,9
3128,bluedogtraining,bluedogtraining/bdt-elm,26.1.6,0.19.0,BSD-3-Clause,17,25
3129,Chadtech,Chadtech/elm-bool-extra,2.3.0,0.19.0,BSD-3-Clause,2,3
3130,simonh1000,simonh1000/elm-sliding-menus,1.0.1,0.19.0,BSD-3-Clause,4,10
3131,zwilias,zwilias/elm-html-string,2.0.1,0.19.0,BSD-3-Clause,4,10
3132,Spaxe,Spaxe/elm-lsystem,4.0.0,0.19.0,MIT,4,8
3133,Spaxe,Spaxe/svg-pathd,2.0.0,0.19.0,MIT,3,6
3134,zwilias,zwilias/elm-html-string,2.0.0,0.19.0,BSD-3-Clause,4,10
3135,Punie,Punie/elm-matrix,2.0.0,0.19.0,BSD-3-Clause,1,2
3136,xarvh,xarvh/elm-slides,5.0.0,0.19.0,BSD-3-Clause,7,12
3137,erlandsona,erlandsona/assoc-set,1.0.0,0.19.0,BSD-3-Clause,2,3
3138,elm,elm/file,1.0.3,0.19.0,BSD-3-Clause,4,5
3139,arowM,arowM/elm-reference,1.0.7,0.19.0,MIT,1,2
3140,arowM,arowM/elm-reference,1.0.6,0.19.0,MIT,1,2
3141,ivadzy,ivadzy/bbase64,1.1.0,0.19.0,MIT,3,4
3142,AdrianRibao,AdrianRibao/elm-derberos-date,1.2.1,0.19.0,MIT,2,3
3143,QiTASC,QiTASC/hatchinq,2.0.0,0.19.0,Apache-2.0,8,13
3144,dwyl,dwyl/elm-criteria,2.2.1,0.19.0,BSD-3-Clause,4,6
3145,elm,elm/file,1.0.2,0.19.0,BSD-3-Clause,4,5
3146,jgrenat,jgrenat/elm-html-test-runner,1.0.0,0.19.0,BSD-3-Clause,6,10
3147,newmana,newmana/chroma-elm,4.0.3,0.19.0,Apache-2.0,9,12
3148,surprisetalk,surprisetalk/elm-bulma,6.1.5,0.19.0,MIT,2,5
3149,flowlang-cc,flowlang-cc/elm-audio-graph,1.0.0,0.19.0,MIT,2,3
3150,newmana,newmana/chroma-elm,4.0.2,0.19.0,Apache-2.0,9,12
3151,newmana,newmana/chroma-elm,4.0.1,0.19.0,Apache-2.0,9,12
3152,newmana,newmana/chroma-elm,4.0.0,0.19.0,Apache-2.0,9,12
3153,jzxhuang,jzxhuang/http-extras,1.0.2,0.19.0,BSD-3-Clause,5,8
3154,newmana,newmana/chroma-elm,3.2.0,0.19.0,Apache-2.0,9,12
3155,andre-dietrich,andre-dietrich/parser-combinators,3.0.3,0.19.0,BSD-3-Clause,3,4
3156,andre-dietrich,andre-dietrich/elm-svgbob,1.0.0,0.19.0,Apache-2.0,4,7
3157,bluedogtraining,bluedogtraining/bdt-elm,26.1.5,0.19.0,BSD-3-Clause,17,25
3158,ohanhi,ohanhi/remotedata-http,4.0.0,0.19.0,BSD-3-Clause,4,8
3159,FabienHenon,FabienHenon/jsonapi,2.0.2,0.19.0,BSD-3-Clause,4,9
3160,erosson,erosson/number-suffix,1.1.0,0.19.0,MIT,2,4
3161,newmana,newmana/chroma-elm,3.1.0,0.19.0,Apache-2.0,9,12
3162,jzxhuang,jzxhuang/http-extras,1.0.1,0.19.0,BSD-3-Clause,5,8
3163,abradley2,abradley2/elm-datepicker,4.1.0,0.19.0,MIT,5,10
3164,NoRedInk,NoRedInk/noredink-ui,6.8.0,0.19.0,BSD-3-Clause,11,15
3165,ohanhi,ohanhi/keyboard,2.0.0,0.19.0,BSD-3-Clause,3,8
3166,newmana,newmana/chroma-elm,3.0.1,0.19.0,Apache-2.0,9,12
3167,newmana,newmana/chroma-elm,3.0.0,0.19.0,Apache-2.0,9,12
3168,MacCASOutreach,MacCASOutreach/graphicsvg,6.1.0,0.19.0,BSD-3-Clause,9,10
3169,EdutainmentLIVE,EdutainmentLIVE/elm-bootstrap,2.0.0,0.19.0,BSD-3-Clause,6,9
3170,ohanhi,ohanhi/keyboard,1.1.0,0.19.0,BSD-3-Clause,3,8
3171,abradley2,abradley2/form-elements,3.0.0,0.19.0,MIT,6,10
3172,ozyinc,ozyinc/elm-sortable-table-with-row-id,1.0.0,0.19.0,BSD-3-Clause,3,5
3173,jschomay,jschomay/elm-paginate,3.1.0,0.19.0,BSD-3-Clause,8,11
3174,jschomay,jschomay/elm-bounded-number,2.1.1,0.19.0,BSD-3-Clause,6,8
3175,pd-andy,pd-andy/elm-audio-graph,1.0.0,0.19.0,MIT,2,3
3176,billstclair,billstclair/elm-custom-element,1.2.2,0.19.0,MIT,6,10
3177,billstclair,billstclair/elm-custom-element,1.2.1,0.19.0,MIT,6,10
3178,cmditch,cmditch/elm-ethereum,2.0.1,0.19.0,MIT,16,20
3179,stil4m,stil4m/elm-syntax,7.1.0,0.19.0,MIT,7,11
3180,stil4m,stil4m/elm-syntax,7.0.6,0.19.0,MIT,7,11
3181,ivadzy,ivadzy/bbase64,1.0.1,0.19.0,MIT,3,4
3182,melon-love,melon-love/elm-gab-api,8.0.0,0.19.0,MIT,12,19
3183,billstclair,billstclair/elm-oauth-middleware,3.0.0,0.19.0,MIT,7,14
3184,ivadzy,ivadzy/bbase64,1.0.0,0.19.0,MIT,3,4
3185,hecrj,hecrj/composable-form,7.0.0,0.19.0,BSD-3-Clause,3,6
3186,newmana,newmana/chroma-elm,2.0.0,0.19.0,Apache-2.0,8,11
3187,zwilias,zwilias/elm-rosetree,1.4.0,0.19.0,BSD-3-Clause,1,2
3188,dillonkearns,dillonkearns/elm-graphql,4.2.0,0.19.0,BSD-3-Clause,8,12
3189,elm-explorations,elm-explorations/test,1.2.1,0.19.0,BSD-3-Clause,5,7
3190,bluedogtraining,bluedogtraining/bdt-elm,26.1.4,0.19.0,BSD-3-Clause,17,25
3191,newmana,newmana/chroma-elm,1.2.1,0.19.0,Apache-2.0,8,11
3192,goilluminate,goilluminate/elm-fancy-daterangepicker,4.0.0,0.19.0,BSD-3-Clause,7,11
3193,FabienHenon,FabienHenon/elm-iso8601-date-strings,1.0.0,0.19.0,BSD-3-Clause,4,5
3194,EdutainmentLIVE,EdutainmentLIVE/elm-bootstrap,1.0.0,0.19.0,BSD-3-Clause,6,9
3195,newmana,newmana/chroma-elm,1.2.0,0.19.0,Apache-2.0,8,11
3196,newmana,newmana/chroma-elm,1.1.0,0.19.0,Apache-2.0,8,11
3197,newmana,newmana/chroma-elm,1.0.0,0.19.0,Apache-2.0,8,11
3198,bluedogtraining,bluedogtraining/bdt-elm,26.1.3,0.19.0,BSD-3-Clause,17,25
3199,elm-community,elm-community/html-extra,3.1.0,0.19.0,MIT,3,5
3200,FabienHenon,FabienHenon/jsonapi,2.0.1,0.19.0,BSD-3-Clause,4,9
3201,truqu,truqu/elm-oauth2,5.0.0,0.19.0,MIT,7,13
3202,abadi199,abadi199/elm-input-extra,5.2.2,0.19.0,BSD-3-Clause,6,8
3203,NoRedInk,NoRedInk/noredink-ui,6.7.0,0.19.0,BSD-3-Clause,11,15
3204,NoRedInk,NoRedInk/noredink-ui,6.6.3,0.19.0,BSD-3-Clause,11,15
3205,gicentre,gicentre/tidy,1.0.0,0.19.0,BSD-3-Clause,2,3
3206,jzxhuang,jzxhuang/http-extras,1.0.0,0.19.0,BSD-3-Clause,5,8
3207,bluedogtraining,bluedogtraining/bdt-elm,26.1.2,0.19.0,BSD-3-Clause,17,25
3208,bluedogtraining,bluedogtraining/bdt-elm,26.1.1,0.19.0,BSD-3-Clause,17,26
3209,bluedogtraining,bluedogtraining/bdt-elm,26.1.0,0.19.0,BSD-3-Clause,17,26
3210,peterszerzo,peterszerzo/elm-arborist,6.0.3,0.19.0,BSD-3-Clause,5,8
3211,vito,vito/elm-ansi,9.0.1,0.19.0,MIT,2,5
3212,rundis,rundis/elm-bootstrap,5.1.0,0.19.0,BSD-3-Clause,6,9
3213,gicentre,gicentre/elm-vegalite,1.2.1,0.19.0,BSD-3-Clause,3,5
3214,cmditch,cmditch/elm-ethereum,2.0.0,0.19.0,MIT,16,20
3215,Janiczek,Janiczek/cmd-extra,1.1.0,0.19.0,BSD-3-Clause,2,3
3216,glasserc,glasserc/elm-form-result,2.1.0,0.19.0,BSD-3-Clause,2,3
3217,zwilias,zwilias/elm-holey-zipper,1.1.1,0.19.0,BSD-3-Clause,1,2
3218,glasserc,glasserc/elm-form-result,2.0.0,0.19.0,BSD-3-Clause,2,3
3219,glasserc,glasserc/elm-form-result,1.0.0,0.19.0,BSD-3-Clause,2,3
3220,ianmackenzie,ianmackenzie/elm-units,2.0.2,0.19.0,BSD-3-Clause,2,3
3221,NoRedInk,NoRedInk/noredink-ui,6.6.2,0.19.0,BSD-3-Clause,11,15
3222,QiTASC,QiTASC/hatchinq,1.0.1,0.19.0,Apache-2.0,8,13
3223,bburdette,bburdette/stl,1.0.2,0.19.0,BSD-3-Clause,3,4
3224,QiTASC,QiTASC/hatchinq,1.0.0,0.19.0,Apache-2.0,8,13
3225,Orasund,Orasund/pixelengine,4.0.2,0.19.0,BSD-3-Clause,6,11
3226,ianmackenzie,ianmackenzie/elm-units-interval,1.0.0,0.19.0,MPL-2.0,3,6
3227,swiftengineer,swiftengineer/elm-data,2.0.0,0.19.0,ISC,5,9
3228,swiftengineer,swiftengineer/elm-data,1.1.0,0.19.0,ISC,5,9
3229,MadonnaMat,MadonnaMat/elm-select-two,6.0.0,0.19.0,MIT,8,11
3230,MadonnaMat,MadonnaMat/elm-select-two,5.0.0,0.19.0,MIT,8,11
3231,MadonnaMat,MadonnaMat/elm-select-two,4.0.0,0.19.0,MIT,8,11
3232,gicentre,gicentre/elm-vegalite,1.2.0,0.19.0,BSD-3-Clause,3,5
3233,NoRedInk,NoRedInk/noredink-ui,6.6.1,0.19.0,BSD-3-Clause,11,15
3234,wernerdegroot,wernerdegroot/listzipper,3.2.0,0.19.0,MIT,1,2
3235,folkertdev,folkertdev/elm-paragraph,1.0.0,0.19.0,BSD-3-Clause,1,2
3236,mdgriffith,mdgriffith/elm-markup,2.0.6,0.19.0,BSD-3-Clause,4,7
3237,swiftengineer,swiftengineer/elm-data,1.0.0,0.19.0,ISC,5,9
3238,hercules-ci,hercules-ci/elm-dropdown,1.0.1,0.19.0,BSD-3-Clause,4,10
3239,dasch,dasch/parser,3.0.0,0.19.0,MIT,2,13
3240,hercules-ci,hercules-ci/elm-dropdown,1.0.0,0.19.0,BSD-3-Clause,4,6
3241,ContaSystemer,ContaSystemer/elm-menu,1.0.2,0.19.0,BSD-3-Clause,4,8
3242,ianmackenzie,ianmackenzie/elm-units,2.0.1,0.19.0,BSD-3-Clause,2,3
3243,ianmackenzie,ianmackenzie/elm-units,2.0.0,0.19.0,BSD-3-Clause,2,3
3244,z5h,z5h/component-result,1.0.1,0.19.0,MIT,1,2
3245,z5h,z5h/component-result,1.0.0,0.19.0,MIT,1,2
3246,Chadtech,Chadtech/elm-bool-extra,2.2.0,0.19.0,BSD-3-Clause,1,2
3247,visotype,visotype/elm-dom,1.1.3,0.19.0,BSD-2-Clause,3,4
3248,timjs,timjs/elm-collage,2.0.1,0.19.0,BSD-3-Clause,7,11
3249,turboMaCk,turboMaCk/any-set,1.0.1,0.19.0,BSD-3-Clause,2,3
3250,BrianHicks,BrianHicks/elm-particle,1.1.0,0.19.0,BSD-3-Clause,5,10
3251,ymtszw,ymtszw/elm-xml-decode,3.1.0,0.19.0,BSD-3-Clause,4,6
3252,ConcatDK,ConcatDK/elm-todoist,1.1.0,0.19.0,BSD-3-Clause,10,15
3253,Orasund,Orasund/pixelengine,4.0.1,0.19.0,BSD-3-Clause,6,11
3254,wking-io,wking-io/pair,1.0.1,0.19.0,BSD-3-Clause,1,2
3255,visotype,visotype/elm-eval,1.0.2,0.19.0,BSD-2-Clause,2,3
3256,visotype,visotype/elm-eval,1.0.1,0.19.0,BSD-2-Clause,2,3
3257,Orasund,Orasund/pixelengine,4.0.0,0.19.0,BSD-3-Clause,6,11
3258,wking-io,wking-io/pair,1.0.0,0.19.0,BSD-3-Clause,1,2
3259,the-sett,the-sett/lazy-list,1.1.1,0.19.0,BSD-3-Clause,1,2
3260,reserve-protocol,reserve-protocol/elm-iso3166-data,1.0.1,0.19.0,MIT,1,2
3261,reserve-protocol,reserve-protocol/elm-iso3166-data,1.0.0,0.19.0,MIT,1,2
3262,reserve-protocol,reserve-protocol/elm-i3166-data,1.0.0,0.19.0,MIT,1,2
3263,gampleman,gampleman/elm-mapbox,3.1.1,0.19.0,MIT,3,5
3264,iodevs,iodevs/elm-validate,3.0.3,0.19.0,BSD-3-Clause,5,7
3265,afidegnum,afidegnum/elm-bulmanizer,1.0.0,0.19.0,MIT,2,5
3266,the-sett,the-sett/lazy-list,1.1.0,0.19.0,BSD-3-Clause,1,2
3267,ggb,ggb/elm-bloom,1.1.0,0.19.0,MIT,3,4
3268,visotype,visotype/elm-eval,1.0.0,0.19.0,BSD-2-Clause,2,3
3269,JustinLove,JustinLove/elm-twitch-api,4.1.1,0.19.0,BSD-3-Clause,6,9
3270,andre-dietrich,andre-dietrich/parser-combinators,3.0.2,0.19.0,BSD-3-Clause,3,4
3271,niho,niho/json-schema-form,2.0.0,0.19.0,MIT,6,13
3272,TSFoster,TSFoster/elm-sha1,1.0.1,0.19.0,BSD-3-Clause,6,11
3273,andre-dietrich,andre-dietrich/parser-combinators,3.0.1,0.19.0,BSD-3-Clause,3,4
3274,andre-dietrich,andre-dietrich/parser-combinators,3.0.0,0.19.0,BSD-3-Clause,3,4
3275,afidegnum,afidegnum/elm-tailwind,1.0.0,0.19.0,MIT,2,5
3276,romariolopezc,romariolopezc/elm-hmac-sha1,2.0.0,0.19.0,MIT,5,10
3277,andre-dietrich,andre-dietrich/parser-combinators,2.0.0,0.19.0,BSD-3-Clause,3,4
3278,dasch,dasch/levenshtein,1.0.0,0.19.0,Apache-2.0,2,13
3279,niho,niho/json-schema-form,1.0.0,0.19.0,MIT,6,13
3280,BrianHicks,BrianHicks/elm-particle,1.0.2,0.19.0,BSD-3-Clause,5,10
3281,JustinLove,JustinLove/elm-twitch-api,4.1.0,0.19.0,BSD-3-Clause,6,9
3282,PaackEng,PaackEng/elm-svg-string,1.0.1,0.19.0,BSD-3-Clause,5,6
3283,ianmackenzie,ianmackenzie/elm-3d-camera,1.1.0,0.19.0,MPL-2.0,4,8
3284,lucamug,lucamug/style-framework,1.0.0,0.19.0,BSD-3-Clause,8,11
3285,waratuman,waratuman/time-extra,1.1.0,0.19.0,BSD-3-Clause,5,7
3286,NoRedInk,NoRedInk/noredink-ui,6.6.0,0.19.0,BSD-3-Clause,11,15
3287,dwyl,dwyl/elm-criteria,2.2.0,0.19.0,BSD-3-Clause,4,6
3288,waratuman,waratuman/time-extra,1.0.0,0.19.0,BSD-3-Clause,5,7
3289,goilluminate,goilluminate/elm-fancy-daterangepicker,3.2.0,0.19.0,BSD-3-Clause,7,11
3290,pzp1997,pzp1997/assoc-list,1.0.0,0.19.0,BSD-3-Clause,1,2
3291,tricycle,tricycle/morty-api,4.0.0,0.19.0,BSD-3-Clause,6,13
3292,tricycle,tricycle/morty-api,3.0.1,0.19.0,BSD-3-Clause,6,13
3293,zwilias,zwilias/elm-rosetree,1.3.1,0.19.0,BSD-3-Clause,1,2
3294,gicentre,gicentre/elm-vegalite,1.1.1,0.19.0,BSD-3-Clause,3,5
3295,ConcatDK,ConcatDK/elm-todoist,1.0.1,0.19.0,BSD-3-Clause,8,14
3296,ConcatDK,ConcatDK/elm-todoist,1.0.0,0.19.0,BSD-3-Clause,8,14
3297,gicentre,gicentre/elm-vega,4.3.1,0.19.0,BSD-3-Clause,3,5
3298,icidasset,icidasset/elm-sha,2.0.0,0.19.0,MIT,3,4
3299,icidasset,icidasset/elm-sha,1.0.2,0.19.0,MIT,3,4
3300,icidasset,icidasset/elm-binary,2.1.0,0.19.0,MIT,2,3
3301,gicentre,gicentre/elm-vega,4.3.0,0.19.0,BSD-3-Clause,3,5
3302,stil4m,stil4m/elm-syntax,7.0.5,0.19.0,MIT,7,11
3303,yotamDvir,yotamDvir/elm-katex,2.0.1,0.19.0,BSD-3-Clause,3,6
3304,jxxcarlson,jxxcarlson/meenylatex,7.0.9,0.19.0,BSD-3-Clause,8,13
3305,zwilias,zwilias/elm-rosetree,1.3.0,0.19.0,BSD-3-Clause,1,2
3306,AdrianRibao,AdrianRibao/elm-derberos-date,1.2.0,0.19.0,MIT,2,3
3307,NoRedInk,NoRedInk/noredink-ui,6.5.0,0.19.0,BSD-3-Clause,11,15
3308,mpizenberg,mpizenberg/elm-pointer-events,4.0.0,0.19.0,MPL-2.0,4,8
3309,iodevs,iodevs/elm-validate,3.0.2,0.19.0,BSD-3-Clause,5,7
3310,iodevs,iodevs/elm-validate,3.0.1,0.19.0,BSD-3-Clause,5,7
3311,dwyl,dwyl/elm-criteria,2.1.0,0.19.0,BSD-3-Clause,4,6
3312,NoRedInk,NoRedInk/noredink-ui,6.4.0,0.19.0,BSD-3-Clause,11,15
3313,gicentre,gicentre/elm-vegalite,1.1.0,0.19.0,BSD-3-Clause,3,5
3314,wittjosiah,wittjosiah/elm-ordered-dict,1.0.1,0.19.0,BSD-3-Clause,1,2
3315,NoRedInk,NoRedInk/noredink-ui,6.3.0,0.19.0,BSD-3-Clause,11,15
3316,jxxcarlson,jxxcarlson/meenylatex,7.0.8,0.19.0,BSD-3-Clause,8,13
3317,gicentre,gicentre/elm-vega,4.2.0,0.19.0,BSD-3-Clause,3,5
3318,tricycle,tricycle/morty-api,3.0.0,0.19.0,BSD-3-Clause,7,13
3319,AdrianRibao,AdrianRibao/elm-derberos-date,1.1.1,0.19.0,MIT,2,3
3320,AdrianRibao,AdrianRibao/elm-derberos-date,1.1.0,0.19.0,MIT,2,3
3321,Orasund,Orasund/pixelengine,3.0.1,0.19.0,BSD-3-Clause,5,11
3322,icidasset,icidasset/elm-sha,1.0.1,0.19.0,MIT,3,4
3323,icidasset,icidasset/elm-binary,2.0.2,0.19.0,MIT,2,3
3324,Orasund,Orasund/elm-cellautomata,1.0.1,0.19.0,BSD-3-Clause,4,8
3325,bburdette,bburdette/stl,1.0.1,0.19.0,BSD-3-Clause,3,4
3326,bburdette,bburdette/stl,1.0.0,0.19.0,BSD-3-Clause,3,4
3327,Orasund,Orasund/elm-cellautomata,1.0.0,0.19.0,BSD-3-Clause,4,8
